Date,Forecasted_Price
2025-02-09,12.294108687215612
2025-02-10,12.295391060814381
2025-02-11,12.296673434413151
2025-02-12,12.29795580801192
2025-02-13,12.29923818161069
2025-02-14,12.30052055520946
2025-02-15,12.301802928808229
2025-02-16,12.303085302406998
2025-02-17,12.304367676005768
2025-02-18,12.305650049604537
2025-02-19,12.306932423203307
2025-02-20,12.308214796802076
2025-02-21,12.309497170400732
2025-02-22,12.310779543999502
2025-02-23,12.312061917598271
2025-02-24,12.31334429119704
2025-02-25,12.31462666479581
2025-02-26,12.31590903839458
2025-02-27,12.317191411993349
2025-02-28,12.318473785592118
2025-03-01,12.319756159190888
2025-03-02,12.321038532789657
2025-03-03,12.322320906388427
2025-03-04,12.323603279987196
2025-03-05,12.324885653585966
2025-03-06,12.326168027184622
2025-03-07,12.327450400783391
2025-03-08,12.32873277438216
2025-03-09,12.33001514798093
2025-03-10,12.3312975215797
2025-03-11,12.332579895178469
2025-03-12,12.333862268777239
2025-03-13,12.335144642376008
2025-03-14,12.336427015974778
2025-03-15,12.337709389573547
2025-03-16,12.338991763172316
2025-03-17,12.340274136771086
2025-03-18,12.341556510369742
2025-03-19,12.342838883968511
2025-03-20,12.34412125756728
2025-03-21,12.34540363116605
2025-03-22,12.34668600476482
2025-03-23,12.34796837836359
2025-03-24,12.349250751962359
2025-03-25,12.350533125561128
2025-03-26,12.351815499159898
2025-03-27,12.353097872758667
2025-03-28,12.354380246357437
2025-03-29,12.355662619956206
2025-03-30,12.356944993554862
2025-03-31,12.358227367153631
2025-04-01,12.3595097407524
2025-04-02,12.36079211435117
2025-04-03,12.36207448794994
2025-04-04,12.36335686154871
2025-04-05,12.364639235147479
2025-04-06,12.365921608746248
2025-04-07,12.367203982345018
2025-04-08,12.368486355943787
2025-04-09,12.369768729542557
2025-04-10,12.371051103141326
2025-04-11,12.372333476740096
2025-04-12,12.373615850338751
2025-04-13,12.374898223937521
2025-04-14,12.37618059753629
2025-04-15,12.37746297113506
2025-04-16,12.37874534473383
2025-04-17,12.380027718332599
2025-04-18,12.381310091931368
2025-04-19,12.382592465530138
2025-04-20,12.383874839128907
2025-04-21,12.385157212727677
2025-04-22,12.386439586326446
2025-04-23,12.387721959925216
2025-04-24,12.389004333523872
2025-04-25,12.390286707122641
2025-04-26,12.39156908072141
2025-04-27,12.39285145432018
2025-04-28,12.39413382791895
2025-04-29,12.395416201517719
2025-04-30,12.396698575116488
2025-05-01,12.397980948715258
2025-05-02,12.399263322314027
2025-05-03,12.400545695912797
2025-05-04,12.401828069511566
2025-05-05,12.403110443110336
2025-05-06,12.404392816708992
2025-05-07,12.405675190307761
2025-05-08,12.40695756390653
2025-05-09,12.4082399375053
2025-05-10,12.40952231110407
2025-05-11,12.410804684702839
2025-05-12,12.412087058301609
2025-05-13,12.413369431900378
2025-05-14,12.414651805499147
2025-05-15,12.415934179097917
2025-05-16,12.417216552696686
2025-05-17,12.418498926295456
2025-05-18,12.419781299894112
2025-05-19,12.421063673492881
2025-05-20,12.42234604709165
2025-05-21,12.42362842069042
2025-05-22,12.42491079428919
2025-05-23,12.42619316788796
2025-05-24,12.427475541486729
2025-05-25,12.428757915085498
2025-05-26,12.430040288684268
2025-05-27,12.431322662283037
2025-05-28,12.432605035881807
2025-05-29,12.433887409480576
2025-05-30,12.435169783079346
2025-05-31,12.436452156678001
2025-06-01,12.43773453027677
2025-06-02,12.43901690387554
2025-06-03,12.44029927747431
2025-06-04,12.44158165107308
2025-06-05,12.442864024671849
2025-06-06,12.444146398270618
2025-06-07,12.445428771869388
2025-06-08,12.446711145468157
2025-06-09,12.447993519066927
2025-06-10,12.449275892665696
2025-06-11,12.450558266264466
2025-06-12,12.451840639863121
2025-06-13,12.45312301346189
2025-06-14,12.45440538706066
2025-06-15,12.45568776065943
2025-06-16,12.4569701342582
2025-06-17,12.458252507856969
2025-06-18,12.459534881455738
2025-06-19,12.460817255054508
2025-06-20,12.462099628653277
2025-06-21,12.463382002252047
2025-06-22,12.464664375850816
2025-06-23,12.465946749449586
2025-06-24,12.467229123048241
2025-06-25,12.468511496647011
2025-06-26,12.46979387024578
2025-06-27,12.47107624384455
2025-06-28,12.47235861744332
2025-06-29,12.473640991042089
2025-06-30,12.474923364640858
2025-07-01,12.476205738239628
2025-07-02,12.477488111838397
2025-07-03,12.478770485437167
2025-07-04,12.480052859035936
2025-07-05,12.481335232634706
2025-07-06,12.482617606233362
2025-07-07,12.483899979832131
2025-07-08,12.4851823534309
2025-07-09,12.48646472702967
2025-07-10,12.48774710062844
2025-07-11,12.489029474227209
2025-07-12,12.490311847825978
2025-07-13,12.491594221424748
2025-07-14,12.492876595023517
2025-07-15,12.494158968622287
2025-07-16,12.495441342221056
2025-07-17,12.496723715819826
2025-07-18,12.498006089418595
2025-07-19,12.499288463017251
2025-07-20,12.50057083661602
2025-07-21,12.50185321021479
2025-07-22,12.50313558381356
2025-07-23,12.504417957412329
2025-07-24,12.505700331011099
2025-07-25,12.506982704609868
2025-07-26,12.508265078208638
2025-07-27,12.509547451807407
2025-07-28,12.510829825406176
2025-07-29,12.512112199004946
2025-07-30,12.513394572603715
2025-07-31,12.514676946202371
2025-08-01,12.51595931980114
2025-08-02,12.51724169339991
2025-08-03,12.51852406699868
2025-08-04,12.51980644059745
2025-08-05,12.521088814196219
2025-08-06,12.522371187794988
2025-08-07,12.523653561393758
2025-08-08,12.524935934992527
2025-08-09,12.526218308591297
2025-08-10,12.527500682190066
2025-08-11,12.528783055788836
2025-08-12,12.530065429387491
2025-08-13,12.53134780298626
2025-08-14,12.53263017658503
2025-08-15,12.5339125501838
2025-08-16,12.53519492378257
2025-08-17,12.536477297381339
2025-08-18,12.537759670980108
2025-08-19,12.539042044578878
2025-08-20,12.540324418177647
2025-08-21,12.541606791776417
2025-08-22,12.542889165375186
2025-08-23,12.544171538973956
2025-08-24,12.545453912572725
2025-08-25,12.546736286171381
2025-08-26,12.54801865977015
2025-08-27,12.54930103336892
2025-08-28,12.55058340696769
2025-08-29,12.551865780566459
2025-08-30,12.553148154165228
2025-08-31,12.554430527763998
2025-09-01,12.555712901362767
2025-09-02,12.556995274961537
2025-09-03,12.558277648560306
2025-09-04,12.559560022159076
2025-09-05,12.560842395757845
2025-09-06,12.562124769356501
2025-09-07,12.56340714295527
2025-09-08,12.56468951655404
2025-09-09,12.56597189015281
2025-09-10,12.567254263751579
2025-09-11,12.568536637350348
2025-09-12,12.569819010949118
2025-09-13,12.571101384547887
2025-09-14,12.572383758146657
2025-09-15,12.573666131745426
2025-09-16,12.574948505344196
2025-09-17,12.576230878942965
2025-09-18,12.577513252541621
2025-09-19,12.57879562614039
2025-09-20,12.58007799973916
2025-09-21,12.58136037333793
2025-09-22,12.582642746936699
2025-09-23,12.583925120535469
2025-09-24,12.585207494134238
2025-09-25,12.586489867733007
2025-09-26,12.587772241331777
2025-09-27,12.589054614930546
2025-09-28,12.590336988529316
2025-09-29,12.591619362128085
2025-09-30,12.592901735726741
